,Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death,lat,lon
349,Xinjiang,China,20/1/30 21:30,17,0,0,0,42.5246357,87.5395855
350,Guizhou,China,20/1/30 21:30,15,0,1,0,26.8429645,107.2902839
351,Jilin,China,20/1/30 21:30,14,0,1,0,43.1520105,126.4371385
352,Hong Kong,Hong Kong,20/1/30 21:30,12,0,0,0,22.3193039,114.1693611
353,Taiwan,Taiwan,20/1/30 21:30,9,0,0,0,23.69781,120.960515
354,Qinghai,China,20/1/30 21:30,8,0,0,0,35.744798,96.4077358
355,Macau,Macau,20/1/30 21:30,7,0,0,0,22.198745,113.543873
356,Tibet,China,20/1/30 21:30,1,0,0,0,30.1533605,88.7878678
357,Washington,United States,20/1/30 21:30,1,0,0,0,47.7510741,-120.7401385
358,Illinois,United States,20/1/30 21:30,2,0,0,0,40.6331249,-89.3985283
359,California,United States,20/1/30 21:30,2,0,0,0,36.778261,-119.4179324
360,Arizona,United States,20/1/30 21:30,1,0,0,0,34.0489281,-111.0937311
361,0,Japan,20/1/30 21:30,11,0,1,0,36.204824,138.252924
362,0,Thailand,20/1/30 21:30,14,0,5,0,15.870032,100.992541
363,0,South Korea,20/1/30 21:30,6,0,0,0,35.907757,127.766922
364,0,Singapore,20/1/30 21:30,10,0,0,0,1.352083,103.819836
365,0,Vietnam,20/1/30 21:30,2,0,0,0,14.058324,108.277199
366,0,France,20/1/30 21:30,5,0,0,0,46.227638,2.213749
367,0,Nepal,20/1/30 21:30,1,0,0,0,28.394857,84.124008
368,0,Malaysia,20/1/30 21:30,8,0,0,0,4.210484,101.975766
369,Ontario,Canada,20/1/30 21:30,2,0,0,0,51.253775,-85.323214
370,British Columbia,Canada,20/1/30 21:30,1,0,0,0,53.7266683,-127.6476205
371,0,Cambodia,20/1/30 21:30,1,0,0,0,12.565679,104.990963
372,0,Sri Lanka,20/1/30 21:30,1,0,0,0,7.873054,80.771797
373,New South Wales,Australia,20/1/30 21:30,4,0,2,0,-31.2532183,146.921099
374,Victoria,Australia,20/1/30 21:30,2,0,0,0,-37.4713077,144.7851531
375,Queensland,Australia,20/1/30 21:30,3,0,0,0,-20.9175738,142.7027956
376,Bavaria,Germany,20/1/30 21:30,4,0,0,0,48.7904472,11.4978895
377,0,Finland,20/1/30 21:30,1,0,0,0,61.92411,25.7481511
378,0,United Arab Emirates,20/1/30 21:30,4,0,0,0,23.424076,53.847818
379,0,Philippines,20/1/30 21:30,1,0,0,0,12.879721,121.774017
380,0,India,20/1/30 21:30,1,0,0,0,20.593684,78.96288
381,0,Italy,20/1/30 21:30,2,0,0,0,41.87194,12.56738
382,Hubei,China,20/1/30 11:00,4903,0,90,162,30.7378118,112.2384017
383,Zhejiang,China,20/1/30 11:00,428,0,4,0,29.1416432,119.7889248
384,Guangdong,China,20/1/30 11:00,354,0,10,0,23.3790333,113.7632828
385,Henan,China,20/1/30 11:00,278,0,2,2,34.2904302,113.3823545
386,Hunan,China,20/1/30 11:00,277,0,2,0,27.6252995,111.8568586
387,Anhui,China,20/1/30 11:00,200,0,2,0,30.6006773,117.9249002
388,Chongqing,China,20/1/30 11:00,182,0,1,0,29.4315861,106.912251
389,Jiangxi,China,20/1/30 11:00,162,0,5,0,27.0874564,114.9042208
390,Shandong,China,20/1/30 11:00,158,0,1,0,35.8939566,117.9249002
391,Sichuan,China,20/1/30 11:00,142,0,1,1,30.2638032,102.8054753
392,Jiangsu,China,20/1/30 11:00,129,0,1,0,33.1401715,119.7889248
393,Beijing,China,20/1/30 11:00,114,0,4,1,39.9041999,116.4073963
394,Shanghai,China,20/1/30 11:00,112,0,5,1,31.230416,121.473701
395,Fujian,China,20/1/30 11:00,101,0,0,0,26.4836842,117.9249002
396,Guangxi,China,20/1/30 11:00,78,0,2,0,23.7247599,108.8076195
397,Yunnan,China,20/1/30 11:00,70,0,0,0,24.4752847,101.3431058
398,Hebei,China,20/1/30 11:00,65,0,0,1,37.8956594,114.9042208
399,Shaanxi,China,20/1/30 11:00,63,0,0,0,35.3939908,109.1880047
400,Hainan,China,20/1/30 11:00,46,0,1,1,19.5663947,109.949686
401,Heilongjiang,China,20/1/30 11:00,44,0,0,2,47.1216472,128.738231
402,Liaoning,China,20/1/30 11:00,41,0,1,0,41.9436543,122.5290376
403,Shanxi,China,20/1/30 11:00,35,0,1,0,37.2425649,111.8568586
404,Tianjin,China,20/1/30 11:00,31,0,0,0,39.3433574,117.3616476
405,Gansu,China,20/1/30 11:00,26,0,0,0,35.7518326,104.2861116
406,Inner Mongolia,China,20/1/30 11:00,19,0,0,0,43.37822,115.0594815
407,Ningxia,China,20/1/30 11:00,17,0,0,0,37.198731,106.1580937
408,Jilin,China,20/1/30 11:00,14,0,1,0,43.1520105,126.4371385
409,Xinjiang,China,20/1/30 11:00,14,0,0,0,42.5246357,87.5395855
410,Guizhou,China,20/1/30 11:00,12,0,1,0,26.8429645,107.2902839
411,Hong Kong,Hong Kong,20/1/30 11:00,10,0,0,0,22.3193039,114.1693611
412,Taiwan,Taiwan,20/1/30 11:00,9,0,0,0,23.69781,120.960515
413,Qinghai,China,20/1/30 11:00,8,0,0,0,35.744798,96.4077358
414,Macau,Macau,20/1/30 11:00,7,0,0,0,22.198745,113.543873
415,Tibet,China,20/1/30 11:00,1,0,0,0,30.1533605,88.7878678
416,Washington,United States,20/1/30 11:00,1,0,0,0,47.7510741,-120.7401385
417,Illinois,United States,20/1/30 11:00,1,0,0,0,40.6331249,-89.3985283
418,California,United States,20/1/30 11:00,2,0,0,0,36.778261,-119.4179324
419,Arizona,United States,20/1/30 11:00,1,0,0,0,34.0489281,-111.0937311
420,0,Japan,20/1/30 11:00,11,0,1,0,36.204824,138.252924
421,0,Thailand,20/1/30 11:00,14,0,5,0,15.870032,100.992541
422,0,South Korea,20/1/30 11:00,4,0,0,0,35.907757,127.766922
423,0,Singapore,20/1/30 11:00,10,0,0,0,1.352083,103.819836
424,0,Vietnam,20/1/30 11:00,2,0,0,0,14.058324,108.277199
425,0,France,20/1/30 11:00,5,0,0,0,46.227638,2.213749
426,0,Nepal,20/1/30 11:00,1,0,0,0,28.394857,84.124008
427,0,Malaysia,20/1/30 11:00,8,0,0,0,4.210484,101.975766
428,Ontario,Canada,20/1/30 11:00,2,0,0,0,51.253775,-85.323214
429,British Columbia,Canada,20/1/30 11:00,1,0,0,0,53.7266683,-127.6476205
430,0,Cambodia,20/1/30 11:00,1,0,0,0,12.565679,104.990963
431,0,Sri Lanka,20/1/30 11:00,1,0,0,0,7.873054,80.771797
432,New South Wales,Australia,20/1/30 11:00,4,0,2,0,-31.2532183,146.921099
433,Victoria,Australia,20/1/30 11:00,2,0,0,0,-37.4713077,144.7851531
434,Queensland,Australia,20/1/30 11:00,3,0,0,0,-20.9175738,142.7027956
435,Bavaria,Germany,20/1/30 11:00,4,0,0,0,48.7904472,11.4978895
436,0,Finland,20/1/30 11:00,1,0,0,0,61.92411,25.7481511
437,0,United Arab Emirates,20/1/30 11:00,4,0,0,0,23.424076,53.847818
438,0,Philippines,20/1/30 11:00,1,0,0,0,12.879721,121.774017
439,0,India,20/1/30 11:00,1,0,0,0,20.593684,78.96288
440,Hubei,China,20/1/29 21:00,4586,0,90,162,30.7378118,112.2384017
441,Zhejiang,China,20/1/29 21:00,428,0,4,0,29.1416432,119.7889248
442,Guangdong,China,20/1/29 21:00,311,0,6,0,23.3790333,113.7632828
443,Henan,China,20/1/29 21:00,278,0,2,2,34.2904302,113.3823545
444,Hunan,China,20/1/29 21:00,277,0,0,0,27.6252995,111.8568586
445,Anhui,China,20/1/29 21:00,200,0,2,0,30.6006773,117.9249002
446,Chongqing,China,20/1/29 21:00,165,0,1,0,29.4315861,106.912251
447,Jiangxi,China,20/1/29 21:00,162,0,4,0,27.0874564,114.9042208
448,Shandong,China,20/1/29 21:00,145,0,1,0,35.8939566,117.9249002
449,Sichuan,China,20/1/29 21:00,142,0,1,1,30.2638032,102.8054753
450,Jiangsu,China,20/1/29 21:00,129,0,1,0,33.1401715,119.7889248
451,Beijing,China,20/1/29 21:00,111,0,4,1,39.9041999,116.4073963
452,Shanghai,China,20/1/29 21:00,101,0,5,1,31.230416,121.473701
453,Fujian,China,20/1/29 21:00,101,0,0,0,26.4836842,117.9249002
454,Guangxi,China,20/1/29 21:00,78,0,2,0,23.7247599,108.8076195
455,Hebei,China,20/1/29 21:00,65,0,0,1,37.8956594,114.9042208
456,Shaanxi,China,20/1/29 21:00,56,0,0,0,35.3939908,109.1880047
457,Yunnan,China,20/1/29 21:00,55,0,0,0,24.4752847,101.3431058
458,Hainan,China,20/1/29 21:00,43,0,0,1,19.5663947,109.949686
459,Heilongjiang,China,20/1/29 21:00,43,0,0,1,47.1216472,128.738231
460,Liaoning,China,20/1/29 21:00,39,0,1,0,41.9436543,122.5290376
461,Shanxi,China,20/1/29 21:00,35,0,1,0,37.2425649,111.8568586
462,Tianjin,China,20/1/29 21:00,27,0,0,0,39.3433574,117.3616476
463,Gansu,China,20/1/29 21:00,26,0,0,0,35.7518326,104.2861116
464,Inner Mongolia,China,20/1/29 21:00,16,0,0,0,43.37822,115.0594815
465,Jilin,China,20/1/29 21:00,14,0,1,0,43.1520105,126.4371385
466,Xinjiang,China,20/1/29 21:00,14,0,0,0,42.5246357,87.5395855
467,Guizhou,China,20/1/29 21:00,12,0,1,0,26.8429645,107.2902839
468,Ningxia,China,20/1/29 21:00,12,0,0,0,37.198731,106.1580937
469,Hong Kong,Hong Kong,20/1/29 21:00,10,0,0,0,22.3193039,114.1693611
470,Taiwan,Taiwan,20/1/29 21:00,8,0,0,0,23.69781,120.960515
471,Macau,Macau,20/1/29 21:00,7,0,0,0,22.198745,113.543873
472,Qinghai,China,20/1/29 21:00,6,0,0,0,35.744798,96.4077358
473,Tibet,China,20/1/29 21:00,1,0,0,0,30.1533605,88.7878678
474,Washington,United States,20/1/29 21:00,1,0,0,0,47.7510741,-120.7401385
475,Illinois,United States,20/1/29 21:00,1,0,0,0,40.6331249,-89.3985283
476,California,United States,20/1/29 21:00,2,0,0,0,36.778261,-119.4179324
477,Arizona,United States,20/1/29 21:00,1,0,0,0,34.0489281,-111.0937311
478,0,Japan,20/1/29 21:00,11,0,1,0,36.204824,138.252924
479,0,Thailand,20/1/29 21:00,14,0,5,0,15.870032,100.992541
480,0,South Korea,20/1/29 21:00,4,0,0,0,35.907757,127.766922
481,0,Singapore,20/1/29 21:00,10,0,0,0,1.352083,103.819836
482,0,Vietnam,20/1/29 21:00,2,0,0,0,14.058324,108.277199
483,0,France,20/1/29 21:00,5,0,0,0,46.227638,2.213749
484,0,Nepal,20/1/29 21:00,1,0,0,0,28.394857,84.124008
485,0,Malaysia,20/1/29 21:00,7,0,0,0,4.210484,101.975766
486,Ontario,Canada,20/1/29 21:00,2,0,0,0,51.253775,-85.323214
487,British Columbia,Canada,20/1/29 21:00,1,0,0,0,53.7266683,-127.6476205
488,0,Cambodia,20/1/29 21:00,1,0,0,0,12.565679,104.990963
489,0,Sri Lanka,20/1/29 21:00,1,0,0,0,7.873054,80.771797
490,New South Wales,Australia,20/1/29 21:00,4,0,0,0,-31.2532183,146.921099
491,Victoria,Australia,20/1/29 21:00,2,0,0,0,-37.4713077,144.7851531
492,Queensland,Australia,20/1/29 21:00,1,0,0,0,-20.9175738,142.7027956
493,Bavaria,Germany,20/1/29 21:00,4,0,0,0,48.7904472,11.4978895
494,0,Finland,20/1/29 21:00,1,0,0,0,61.92411,25.7481511
495,0,United Arab Emirates,20/1/29 21:00,4,0,0,0,23.424076,53.847818
496,Hubei,China,20/1/29 14:30,3554,0,88,125,30.7378118,112.2384017
497,Zhejiang,China,20/1/29 14:30,296,0,3,0,29.1416432,119.7889248
498,Guangdong,China,20/1/29 14:30,277,0,5,0,23.3790333,113.7632828
499,Hunan,China,20/1/29 14:30,221,0,0,0,27.6252995,111.8568586
500,Henan,China,20/1/29 14:30,206,0,1,2,34.2904302,113.3823545
501,Anhui,China,20/1/29 14:30,152,0,2,0,30.6006773,117.9249002
502,Chongqing,China,20/1/29 14:30,147,0,1,0,29.4315861,106.912251
503,Shandong,China,20/1/29 14:30,130,0,1,0,35.8939566,117.9249002
504,Beijing,China,20/1/29 14:30,111,0,4,1,39.9041999,116.4073963
505,Jiangxi,China,20/1/29 14:30,109,0,3,0,27.0874564,114.9042208
506,Sichuan,China,20/1/29 14:30,108,0,1,1,30.2638032,102.8054753
507,Jiangsu,China,20/1/29 14:30,99,0,1,0,33.1401715,119.7889248
508,Shanghai,China,20/1/29 14:30,96,0,5,1,31.230416,121.473701
509,Fujian,China,20/1/29 14:30,84,0,0,0,26.4836842,117.9249002
510,Guangxi,China,20/1/29 14:30,58,0,2,0,23.7247599,108.8076195
511,Shaanxi,China,20/1/29 14:30,56,0,0,0,35.3939908,109.1880047
512,Yunnan,China,20/1/29 14:30,55,0,0,0,24.4752847,101.3431058
513,Hebei,China,20/1/29 14:30,48,0,0,1,37.8956594,114.9042208
514,Hainan,China,20/1/29 14:30,43,0,0,1,19.5663947,109.949686
515,Liaoning,China,20/1/29 14:30,39,0,1,0,41.9436543,122.5290376
516,Heilongjiang,China,20/1/29 14:30,38,0,0,1,47.1216472,128.738231
517,Tianjin,China,20/1/29 14:30,27,0,0,0,39.3433574,117.3616476
518,Shanxi,China,20/1/29 14:30,27,0,1,0,37.2425649,111.8568586
519,Gansu,China,20/1/29 14:30,24,0,0,0,35.7518326,104.2861116
520,Inner Mongolia,China,20/1/29 14:30,16,0,0,0,43.37822,115.0594815
521,Xinjiang,China,20/1/29 14:30,13,0,0,0,42.5246357,87.5395855
522,Ningxia,China,20/1/29 14:30,12,0,0,0,37.198731,106.1580937
523,Hong Kong,Hong Kong,20/1/29 14:30,10,0,0,0,22.3193039,114.1693611
524,Guizhou,China,20/1/29 14:30,9,0,1,0,26.8429645,107.2902839
525,Jilin,China,20/1/29 14:30,9,0,0,0,43.1520105,126.4371385
526,Taiwan,Taiwan,20/1/29 14:30,8,0,0,0,23.69781,120.960515
527,Macau,Macau,20/1/29 14:30,7,0,0,0,22.198745,113.543873
528,Qinghai,China,20/1/29 14:30,6,0,0,0,35.744798,96.4077358
529,Washington,United States,20/1/29 14:30,1,0,0,0,47.7510741,-120.7401385
530,Illinois,United States,20/1/29 14:30,1,0,0,0,40.6331249,-89.3985283
531,California,United States,20/1/29 14:30,2,0,0,0,36.778261,-119.4179324
532,Arizona,United States,20/1/29 14:30,1,0,0,0,34.0489281,-111.0937311
533,0,Japan,20/1/29 14:30,7,0,1,0,36.204824,138.252924
534,0,Thailand,20/1/29 14:30,14,0,5,0,15.870032,100.992541
535,0,South Korea,20/1/29 14:30,4,0,0,0,35.907757,127.766922
536,0,Singapore,20/1/29 14:30,7,0,0,0,1.352083,103.819836
537,0,Vietnam,20/1/29 14:30,2,0,0,0,14.058324,108.277199
538,0,France,20/1/29 14:30,5,0,0,0,46.227638,2.213749
539,0,Nepal,20/1/29 14:30,1,0,0,0,28.394857,84.124008
540,0,Malaysia,20/1/29 14:30,7,0,0,0,4.210484,101.975766
541,Ontario,Canada,20/1/29 14:30,1,0,0,0,51.253775,-85.323214
542,British Columbia,Canada,20/1/29 14:30,1,0,0,0,53.7266683,-127.6476205
543,0,Cambodia,20/1/29 14:30,1,0,0,0,12.565679,104.990963
544,0,Sri Lanka,20/1/29 14:30,1,0,0,0,7.873054,80.771797
545,New South Wales,Australia,20/1/29 14:30,4,0,0,0,-31.2532183,146.921099
546,Victoria,Australia,20/1/29 14:30,1,0,0,0,-37.4713077,144.7851531
547,Bavaria,Germany,20/1/29 14:30,4,0,0,0,48.7904472,11.4978895
548,0,Finland,20/1/29 14:30,1,0,0,0,61.92411,25.7481511
549,0,United Arab Emirates,20/1/29 14:30,4,0,0,0,23.424076,53.847818
550,Hubei,China,20/1/29 13:30,3554,0,80,125,30.7378118,112.2384017
551,Guangdong,China,20/1/29 13:30,277,0,4,0,23.3790333,113.7632828
552,Zhejiang,China,20/1/29 13:30,296,0,3,0,29.1416432,119.7889248
553,Henan,China,20/1/29 13:30,206,0,1,2,34.2904302,113.3823545
554,Chongqing,China,20/1/29 13:30,147,0,0,0,29.4315861,106.912251
555,Hunan,China,20/1/29 13:30,221,0,0,0,27.6252995,111.8568586
556,Shandong,China,20/1/29 13:30,130,0,1,0,35.8939566,117.9249002
557,Beijing,China,20/1/29 13:30,111,0,4,1,39.9041999,116.4073963
558,Anhui,China,20/1/29 13:30,152,0,2,0,30.6006773,117.9249002
559,Sichuan,China,20/1/29 13:30,108,0,0,0,30.2638032,102.8054753
560,Fujian,China,20/1/29 13:30,84,0,0,0,26.4836842,117.9249002
561,Shanghai,China,20/1/29 13:30,96,0,4,1,31.230416,121.473701
562,Jiangxi,China,20/1/29 13:30,109,0,3,0,27.0874564,114.9042208
563,Jiangsu,China,20/1/29 13:30,99,0,1,0,33.1401715,119.7889248
564,Guangxi,China,20/1/29 13:30,58,0,2,0,23.7247599,108.8076195
565,Shaanxi,China,20/1/29 13:30,56,0,0,0,35.3939908,109.1880047
566,Hainan,China,20/1/29 13:30,43,0,1,1,19.5663947,109.949686
567,Liaoning,China,20/1/29 13:30,39,0,0,0,41.9436543,122.5290376
568,Yunnan,China,20/1/29 13:30,55,0,0,0,24.4752847,101.3431058
569,Tianjin,China,20/1/29 13:30,27,0,0,0,39.3433574,117.3616476
570,Heilongjiang,China,20/1/29 13:30,38,0,0,1,47.1216472,128.738231
571,Hebei,China,20/1/29 13:30,48,0,0,1,37.8956594,114.9042208
572,Gansu,China,20/1/29 13:30,24,0,0,0,35.7518326,104.2861116
573,Shanxi,China,20/1/29 13:30,27,0,0,0,37.2425649,111.8568586
574,Inner Mongolia,China,20/1/29 13:30,16,0,0,0,43.37822,115.0594815
575,Hong Kong,Hong Kong,20/1/29 13:30,10,0,0,0,22.3193039,114.1693611
576,Guizhou,China,20/1/29 13:30,9,0,0,0,26.8429645,107.2902839
577,Ningxia,China,20/1/29 13:30,12,0,0,0,37.198731,106.1580937
578,Jilin,China,20/1/29 13:30,9,0,0,0,43.1520105,126.4371385
579,Macau,Macau,20/1/29 13:30,7,0,0,0,22.198745,113.543873
580,Taiwan,Taiwan,20/1/29 13:30,8,0,0,0,23.69781,120.960515
581,Xinjiang,China,20/1/29 13:30,13,0,0,0,42.5246357,87.5395855
582,Qinghai,China,20/1/29 13:30,6,0,0,0,35.744798,96.4077358
583,Washington,United States,20/1/29 13:30,1,0,0,0,47.7510741,-120.7401385
584,Illinois,United States,20/1/29 13:30,1,0,0,0,40.6331249,-89.3985283
585,California,United States,20/1/29 13:30,2,0,0,0,36.778261,-119.4179324
586,Arizona,United States,20/1/29 13:30,1,0,0,0,34.0489281,-111.0937311
587,Ontario,Canada,20/1/29 13:30,3,0,0,0,51.253775,-85.323214
588,0,Japan,20/1/29 13:30,7,0,1,0,36.204824,138.252924
589,0,Thailand,20/1/29 13:30,14,0,5,0,15.870032,100.992541
590,0,South Korea,20/1/29 13:30,4,0,0,0,35.907757,127.766922
591,0,Singapore,20/1/29 13:30,7,0,0,0,1.352083,103.819836
592,0,Vietnam,20/1/29 13:30,2,0,0,0,14.058324,108.277199
593,0,Nepal,20/1/29 13:30,1,0,0,0,28.394857,84.124008
594,0,Malaysia,20/1/29 13:30,7,0,0,0,4.210484,101.975766
595,0,Cambodia,20/1/29 13:30,1,0,0,0,12.565679,104.990963
596,0,Sri Lanka,20/1/29 13:30,1,0,0,0,7.873054,80.771797
597,New South Wales,Australia,20/1/29 13:30,4,0,0,0,-31.2532183,146.921099
598,Victoria,Australia,20/1/29 13:30,1,0,0,0,-37.4713077,144.7851531
599,0,United Arab Emirates,20/1/29 13:30,4,0,0,0,23.424076,53.847818
600,0,France,20/1/29 13:30,4,0,0,0,46.227638,2.213749
601,Bavaria,Germany,20/1/29 13:30,4,0,0,0,48.7904472,11.4978895
602,Hubei,China,20/1/28 23:00,3554,0,80,125,30.7378118,112.2384017
603,Zhejiang,China,20/1/28 23:00,296,0,3,0,29.1416432,119.7889248
604,Guangdong,China,20/1/28 23:00,241,0,5,0,23.3790333,113.7632828
605,Hunan,China,20/1/28 23:00,221,0,0,0,27.6252995,111.8568586
606,Henan,China,20/1/28 23:00,206,0,1,2,34.2904302,113.3823545
607,Anhui,China,20/1/28 23:00,152,0,0,0,30.6006773,117.9249002
608,Chongqing,China,20/1/28 23:00,147,0,1,0,29.4315861,106.912251
609,Shandong,China,20/1/28 23:00,121,0,0,0,35.8939566,117.9249002
610,Jiangxi,China,20/1/28 23:00,109,0,3,0,27.0874564,114.9042208
611,Sichuan,China,20/1/28 23:00,108,0,0,0,30.2638032,102.8054753
612,Jiangsu,China,20/1/28 23:00,99,0,1,0,33.1401715,119.7889248
613,Beijing,China,20/1/28 23:00,91,0,4,1,39.9041999,116.4073963
614,Fujian,China,20/1/28 23:00,82,0,0,0,26.4836842,117.9249002
615,Shanghai,China,20/1/28 23:00,80,0,4,1,31.230416,121.473701
616,Guangxi,China,20/1/28 23:00,58,0,2,0,23.7247599,108.8076195
617,Shaanxi,China,20/1/28 23:00,56,0,0,0,35.3939908,109.1880047
618,Hebei,China,20/1/28 23:00,48,0,0,1,37.8956594,114.9042208
619,Yunnan,China,20/1/28 23:00,44,0,0,0,24.4752847,101.3431058
620,Hainan,China,20/1/28 23:00,43,0,0,1,19.5663947,109.949686
621,Heilongjiang,China,20/1/28 23:00,37,0,0,1,47.1216472,128.738231
622,Liaoning,China,20/1/28 23:00,36,0,0,0,41.9436543,122.5290376
623,Shanxi,China,20/1/28 23:00,27,0,0,0,37.2425649,111.8568586
624,Tianjin,China,20/1/28 23:00,25,0,0,0,39.3433574,117.3616476
625,Gansu,China,20/1/28 23:00,24,0,0,0,35.7518326,104.2861116
626,Inner Mongolia,China,20/1/28 23:00,16,0,0,0,43.37822,115.0594815
627,Xinjiang,China,20/1/28 23:00,13,0,0,0,42.5246357,87.5395855
628,Ningxia,China,20/1/28 23:00,12,0,0,0,37.198731,106.1580937
629,Guizhou,China,20/1/28 23:00,9,0,0,0,26.8429645,107.2902839
630,Jilin,China,20/1/28 23:00,9,0,0,0,43.1520105,126.4371385
631,Hong Kong,Hong Kong,20/1/28 23:00,8,0,0,0,22.3193039,114.1693611
632,Taiwan,Taiwan,20/1/28 23:00,8,0,0,0,23.69781,120.960515
633,Macau,Macau,20/1/28 23:00,7,0,0,0,22.198745,113.543873
634,Qinghai,China,20/1/28 23:00,6,0,0,0,35.744798,96.4077358
635,Washington,United States,20/1/28 18:00,1,0,0,0,47.7510741,-120.7401385
636,Illinois,United States,20/1/28 23:00,1,0,0,0,40.6331249,-89.3985283
637,California,United States,20/1/28 23:00,2,0,0,0,36.778261,-119.4179324
638,Arizona,United States,20/1/28 23:00,1,0,0,0,34.0489281,-111.0937311
639,0,Japan,20/1/28 23:00,7,0,1,0,36.204824,138.252924
640,0,Thailand,20/1/28 23:00,14,0,5,0,15.870032,100.992541
641,0,South Korea,20/1/28 23:00,4,0,0,0,35.907757,127.766922
642,0,Singapore,20/1/28 23:00,7,0,0,0,1.352083,103.819836
643,0,Vietnam,20/1/28 23:00,2,0,0,0,14.058324,108.277199
644,0,France,20/1/28 23:00,4,0,0,0,46.227638,2.213749
645,0,Nepal,20/1/28 23:00,1,0,0,0,28.394857,84.124008
646,0,Malaysia,20/1/28 23:00,7,0,0,0,4.210484,101.975766
647,Ontario,Canada,20/1/28 23:00,1,0,0,0,51.253775,-85.323214
648,British Columbia,Canada,20/1/28 23:00,1,0,0,0,53.7266683,-127.6476205
649,0,Cambodia,20/1/28 23:00,1,0,0,0,12.565679,104.990963
650,0,Sri Lanka,20/1/28 23:00,1,0,0,0,7.873054,80.771797
651,New South Wales,Australia,20/1/28 23:00,4,0,0,0,-31.2532183,146.921099
652,Victoria,Australia,20/1/28 23:00,1,0,0,0,-37.4713077,144.7851531
653,Bavaria,Germany,20/1/28 23:00,4,0,0,0,48.7904472,11.4978895
654,Hubei,China,20/1/28 18:00,3554,0,80,125,30.7378118,112.2384017
655,Guangdong,China,20/1/28 18:00,207,0,4,0,23.3790333,113.7632828
656,Zhejiang,China,20/1/28 18:00,173,0,3,0,29.1416432,119.7889248
657,Henan,China,20/1/28 18:00,168,0,0,1,34.2904302,113.3823545
658,Hunan,China,20/1/28 18:00,143,0,0,0,27.6252995,111.8568586
659,Chongqing,China,20/1/28 18:00,132,0,0,0,29.4315861,106.912251
660,Jiangxi,China,20/1/28 18:00,109,0,3,0,27.0874564,114.9042208
661,Anhui,China,20/1/28 18:00,106,0,0,0,30.6006773,117.9249002
662,Shandong,China,20/1/28 18:00,95,0,0,0,35.8939566,117.9249002
663,Beijing,China,20/1/28 18:00,91,0,4,1,39.9041999,116.4073963
664,Sichuan,China,20/1/28 18:00,90,0,0,0,30.2638032,102.8054753
665,Fujian,China,20/1/28 18:00,80,0,0,0,26.4836842,117.9249002
666,Jiangsu,China,20/1/28 18:00,70,0,1,0,33.1401715,119.7889248
667,Shanghai,China,20/1/28 18:00,66,0,4,1,31.230416,121.473701
668,Guangxi,China,20/1/28 18:00,51,0,2,0,23.7247599,108.8076195
669,Shaanxi,China,20/1/28 18:00,46,0,0,0,35.3939908,109.1880047
670,Yunnan,China,20/1/28 18:00,44,0,0,0,24.4752847,101.3431058
671,Hainan,China,20/1/28 18:00,40,0,0,1,19.5663947,109.949686
672,Liaoning,China,20/1/28 18:00,34,0,0,0,41.9436543,122.5290376
673,Hebei,China,20/1/28 18:00,33,0,0,1,37.8956594,114.9042208
674,Heilongjiang,China,20/1/28 18:00,33,0,0,1,47.1216472,128.738231
675,Shanxi,China,20/1/28 18:00,27,0,0,0,37.2425649,111.8568586
676,Tianjin,China,20/1/28 18:00,24,0,0,0,39.3433574,117.3616476
677,Gansu,China,20/1/28 18:00,19,0,0,0,35.7518326,104.2861116
678,Inner Mongolia,China,20/1/28 18:00,15,0,0,0,43.37822,115.0594815
679,Ningxia,China,20/1/28 18:00,11,0,0,0,37.198731,106.1580937
680,Xinjiang,China,20/1/28 18:00,10,0,0,0,42.5246357,87.5395855
681,Guizhou,China,20/1/28 18:00,9,0,0,0,26.8429645,107.2902839
682,Jilin,China,20/1/28 18:00,8,0,0,0,43.1520105,126.4371385
683,Taiwan,Taiwan,20/1/28 18:00,8,0,0,0,23.69781,120.960515
684,Hong Kong,Hong Kong,20/1/28 18:00,8,0,0,0,22.3193039,114.1693611
685,Macau,Macau,20/1/28 18:00,7,0,0,0,22.198745,113.543873
686,Qinghai,China,20/1/28 18:00,6,0,0,0,35.744798,96.4077358
687,Washington,United States,20/1/28 18:00,1,0,0,0,47.7510741,-120.7401385
688,Illinois,United States,20/1/28 18:00,1,0,0,0,40.6331249,-89.3985283
689,California,United States,20/1/28 18:00,2,0,0,0,36.778261,-119.4179324
690,Arizona,United States,20/1/28 18:00,1,0,0,0,34.0489281,-111.0937311
691,0,Japan,20/1/28 18:00,7,0,1,0,36.204824,138.252924
692,0,Thailand,20/1/28 18:00,14,0,5,0,15.870032,100.992541
693,0,South Korea,20/1/28 18:00,4,0,0,0,35.907757,127.766922
694,0,Singapore,20/1/28 18:00,7,0,0,0,1.352083,103.819836
695,0,Vietnam,20/1/28 18:00,2,0,0,0,14.058324,108.277199
696,0,France,20/1/28 18:00,4,0,0,0,46.227638,2.213749
697,0,Nepal,20/1/28 18:00,1,0,0,0,28.394857,84.124008
698,0,Malaysia,20/1/28 18:00,4,0,0,0,4.210484,101.975766
699,Ontario,Canada,20/1/28 18:00,1,0,0,0,51.253775,-85.323214
700,British Columbia,Canada,20/1/28 18:00,1,0,0,0,53.7266683,-127.6476205
701,0,Cambodia,20/1/28 18:00,1,0,0,0,12.565679,104.990963
